,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS
3922302,3922302,2023-07-08 12:03:13,2368,5949,39,13608193,157
3922303,3922303,2023-07-08 12:03:16,1174,232,19,13608196,157
3922304,3922304,2023-07-08 12:03:16,4919,9914,53,13608196,157
3922305,3922305,2023-07-08 12:03:17,1521,6660,71,13608197,157
3922306,3922306,2023-07-08 12:03:17,808,4569,69,13608197,157
3922307,3922307,2023-07-08 12:03:17,3149,846,85,13608197,157
3922308,3922308,2023-07-08 12:03:19,3011,1182,69,13608199,157
3922310,3922310,2023-07-08 12:03:21,1796,3707,72,13608201,157
3922309,3922309,2023-07-08 12:03:21,193,7308,20,13608201,157
3922311,3922311,2023-07-08 12:03:22,1612,4670,58,13608202,157
3922312,3922312,2023-07-08 12:03:22,787,4041,69,13608202,157
3922313,3922313,2023-07-08 12:03:23,1443,42,35,13608203,157
3922314,3922314,2023-07-08 12:03:24,2615,2043,63,13608204,157
3922315,3922315,2023-07-08 12:03:24,2271,7318,56,13608204,157
3922316,3922316,2023-07-08 12:03:25,4242,342,21,13608205,157
3922317,3922317,2023-07-08 12:03:25,4135,7033,73,13608205,157
3922318,3922318,2023-07-08 12:03:26,2289,8980,32,13608206,157
3922319,3922319,2023-07-08 12:03:27,3180,730,99,13608207,157
3922320,3922320,2023-07-08 12:03:27,1024,8174,75,13608207,157
3922321,3922321,2023-07-08 12:03:30,4461,3479,92,13608210,157
3922322,3922322,2023-07-08 12:03:30,1928,5564,73,13608210,157
3922323,3922323,2023-07-08 12:03:34,2655,7095,47,13608214,157
3922324,3922324,2023-07-08 12:03:35,4015,171,68,13608215,157
3922325,3922325,2023-07-08 12:03:35,4344,7655,85,13608215,157
3922326,3922326,2023-07-08 12:03:37,3825,5206,94,13608217,157
3922327,3922327,2023-07-08 12:03:37,577,4506,24,13608217,157
3922328,3922328,2023-07-08 12:03:37,4241,4905,48,13608217,157
3922329,3922329,2023-07-08 12:03:37,3388,6833,42,13608217,157
3922330,3922330,2023-07-08 12:03:40,3425,4789,57,13608220,157
3922332,3922332,2023-07-08 12:03:43,3351,7334,71,13608223,157
3922333,3922333,2023-07-08 12:03:43,4762,1933,94,13608223,157
3922331,3922331,2023-07-08 12:03:43,3545,5820,79,13608223,157
3922334,3922334,2023-07-08 12:03:49,3769,2309,96,13608229,157
3922335,3922335,2023-07-08 12:03:51,2107,6173,83,13608231,157
3922336,3922336,2023-07-08 12:03:54,4072,4341,34,13608234,157
3922337,3922337,2023-07-08 12:03:55,4618,5369,65,13608235,157
3922338,3922338,2023-07-08 12:03:55,2532,8433,75,13608235,157
3922339,3922339,2023-07-08 12:03:55,4313,7556,7,13608235,157
3922340,3922340,2023-07-08 12:03:57,4738,7257,92,13608237,157
3922341,3922341,2023-07-08 12:03:57,4911,803,73,13608237,157
3922342,3922342,2023-07-08 12:03:58,418,1208,46,13608238,157
3922345,3922345,2023-07-08 12:03:59,2266,3355,23,13608239,157
3922346,3922346,2023-07-08 12:03:59,266,9891,92,13608239,157
3922343,3922343,2023-07-08 12:03:59,4530,9230,69,13608239,157
3922344,3922344,2023-07-08 12:03:59,1702,6257,79,13608239,157
3922348,3922348,2023-07-08 12:04:01,2728,3088,78,13608241,157
3922347,3922347,2023-07-08 12:04:01,2289,5888,34,13608241,157
3922349,3922349,2023-07-08 12:04:02,2719,4215,81,13608242,157
3922350,3922350,2023-07-08 12:04:03,3863,1119,36,13608243,157
3922351,3922351,2023-07-08 12:04:03,1020,5510,16,13608243,157
3922352,3922352,2023-07-08 12:04:04,3520,4019,13,13608244,157
3922353,3922353,2023-07-08 12:04:08,2993,7402,30,13608248,157
3922354,3922354,2023-07-08 12:04:09,4340,1319,8,13608249,157
3922355,3922355,2023-07-08 12:04:10,4742,6633,29,13608250,157
3922356,3922356,2023-07-08 12:04:10,4493,2172,7,13608250,157
3922357,3922357,2023-07-08 12:04:12,4836,4201,4,13608252,157
3922358,3922358,2023-07-08 12:04:12,3368,2517,23,13608252,157
3922359,3922359,2023-07-08 12:04:13,2925,3012,94,13608253,157
3922360,3922360,2023-07-08 12:04:15,4049,4062,78,13608255,157
3922361,3922361,2023-07-08 12:04:16,4010,4876,54,13608256,157
3922362,3922362,2023-07-08 12:04:17,1853,5584,21,13608257,157
3922363,3922363,2023-07-08 12:04:19,3261,5130,88,13608259,157
3922364,3922364,2023-07-08 12:04:22,1269,1389,66,13608262,157
3922365,3922365,2023-07-08 12:04:22,32,8756,31,13608262,157
3922366,3922366,2023-07-08 12:04:24,2873,2872,76,13608264,157
3922367,3922367,2023-07-08 12:04:27,863,181,31,13608267,157
3922368,3922368,2023-07-08 12:04:27,2142,7482,64,13608267,157
3922369,3922369,2023-07-08 12:04:28,4257,3640,73,13608268,157
3922370,3922370,2023-07-08 12:04:30,4461,4221,94,13608270,157
3922372,3922372,2023-07-08 12:04:32,2108,1481,29,13608272,157
3922371,3922371,2023-07-08 12:04:32,4893,6011,8,13608272,157
3922373,3922373,2023-07-08 12:04:36,2314,1353,84,13608276,157
3922374,3922374,2023-07-08 12:04:38,4964,4511,42,13608278,157
3922375,3922375,2023-07-08 12:04:39,4526,2278,18,13608279,157
3922376,3922376,2023-07-08 12:04:40,3317,6522,40,13608280,157
3922377,3922377,2023-07-08 12:04:41,2919,5123,93,13608281,157
3922378,3922378,2023-07-08 12:04:41,3380,2996,73,13608281,157
3922379,3922379,2023-07-08 12:04:42,701,5338,16,13608282,157
3922380,3922380,2023-07-08 12:04:44,3374,5364,26,13608284,157
3922381,3922381,2023-07-08 12:04:45,1438,8194,46,13608285,157
3922383,3922383,2023-07-08 12:04:46,4920,7836,18,13608286,157
3922382,3922382,2023-07-08 12:04:46,1013,4455,11,13608286,157
3922384,3922384,2023-07-08 12:04:47,2893,4262,62,13608287,157
3922385,3922385,2023-07-08 12:04:47,4335,7494,84,13608287,157
3922386,3922386,2023-07-08 12:04:48,4612,9680,59,13608288,157
3922387,3922387,2023-07-08 12:04:48,4463,9071,59,13608288,157
3922388,3922388,2023-07-08 12:04:49,2327,1399,13,13608289,157
3922389,3922389,2023-07-08 12:04:50,216,9619,55,13608290,157
3922390,3922390,2023-07-08 12:04:50,3999,5496,46,13608290,157
3922391,3922391,2023-07-08 12:04:51,367,1737,54,13608291,157
3922392,3922392,2023-07-08 12:04:53,1148,5889,7,13608293,157
3922393,3922393,2023-07-08 12:04:54,1730,2042,9,13608294,157
3922394,3922394,2023-07-08 12:04:55,3202,5596,73,13608295,157
3922395,3922395,2023-07-08 12:04:56,3971,2116,54,13608296,157
3922396,3922396,2023-07-08 12:04:57,2437,2198,34,13608297,157
3922397,3922397,2023-07-08 12:04:58,3992,5408,42,13608298,157
3922398,3922398,2023-07-08 12:04:59,2764,7619,68,13608299,157
3922399,3922399,2023-07-08 12:05:00,3397,5563,88,13608300,157
3922400,3922400,2023-07-08 12:05:01,3809,8351,40,13608301,157
3922401,3922401,2023-07-08 12:05:01,4972,6456,60,13608301,157
3922402,3922402,2023-07-08 12:05:03,3169,9010,59,13608303,157
3922403,3922403,2023-07-08 12:05:04,4937,8635,34,13608304,157
3922404,3922404,2023-07-08 12:05:11,650,7507,64,13608311,157
3922405,3922405,2023-07-08 12:05:11,340,4010,56,13608311,157
3922406,3922406,2023-07-08 12:05:12,3891,2729,68,13608312,157
3922407,3922407,2023-07-08 12:05:14,172,6516,41,13608314,157
3922410,3922410,2023-07-08 12:05:15,1592,553,6,13608315,157
3922408,3922408,2023-07-08 12:05:15,1588,4839,77,13608315,157
3922409,3922409,2023-07-08 12:05:15,3975,2775,21,13608315,157
3922411,3922411,2023-07-08 12:05:16,2390,6867,17,13608316,157
3922412,3922412,2023-07-08 12:05:17,3226,1573,71,13608317,157
3922413,3922413,2023-07-08 12:05:18,389,1882,96,13608318,157
3922414,3922414,2023-07-08 12:05:18,3815,6730,12,13608318,157
3922415,3922415,2023-07-08 12:05:19,255,165,58,13608319,157
3922416,3922416,2023-07-08 12:05:23,384,9904,16,13608323,157
3922417,3922417,2023-07-08 12:05:23,3934,7925,18,13608323,157
3922418,3922418,2023-07-08 12:05:24,2668,5198,30,13608324,157
3922422,3922422,2023-07-08 12:05:25,197,4467,5,13608325,157
3922421,3922421,2023-07-08 12:05:25,2832,3338,13,13608325,157
3922419,3922419,2023-07-08 12:05:25,525,1057,31,13608325,157
3922420,3922420,2023-07-08 12:05:25,1800,7059,49,13608325,157
3922423,3922423,2023-07-08 12:05:26,2225,3934,71,13608326,157
3922424,3922424,2023-07-08 12:05:26,2644,6560,20,13608326,157
3922425,3922425,2023-07-08 12:05:27,2300,155,70,13608327,157
3922426,3922426,2023-07-08 12:05:28,2179,1899,81,13608328,157
3922427,3922427,2023-07-08 12:05:28,2673,9865,67,13608328,157
3922428,3922428,2023-07-08 12:05:29,773,2712,62,13608329,157
3922429,3922429,2023-07-08 12:05:31,2670,1579,48,13608331,157
3922430,3922430,2023-07-08 12:05:34,955,7939,92,13608334,157
3922431,3922431,2023-07-08 12:05:35,2044,7817,69,13608335,157
3922433,3922433,2023-07-08 12:05:36,1170,7199,64,13608336,157
3922432,3922432,2023-07-08 12:05:36,4265,9689,86,13608336,157
3922434,3922434,2023-07-08 12:05:38,3271,5813,38,13608338,157
3922435,3922435,2023-07-08 12:05:38,4135,8120,73,13608338,157
3922436,3922436,2023-07-08 12:05:39,1436,2439,27,13608339,157
3922437,3922437,2023-07-08 12:05:42,4995,3464,85,13608342,157
3922438,3922438,2023-07-08 12:05:42,2423,2360,86,13608342,157
3922439,3922439,2023-07-08 12:05:42,1331,7769,78,13608342,157
3922440,3922440,2023-07-08 12:05:47,2167,7936,95,13608347,157
3922441,3922441,2023-07-08 12:05:48,1431,9527,93,13608348,157
3922442,3922442,2023-07-08 12:05:49,3996,9850,13,13608349,157
3922444,3922444,2023-07-08 12:05:51,3427,3788,32,13608351,157
3922443,3922443,2023-07-08 12:05:51,632,7983,41,13608351,157
3922445,3922445,2023-07-08 12:05:52,4868,748,40,13608352,157
3922446,3922446,2023-07-08 12:05:52,2332,3253,28,13608352,157
3922447,3922447,2023-07-08 12:05:55,175,2244,73,13608355,157
3922448,3922448,2023-07-08 12:05:55,2481,8659,17,13608355,157
3922449,3922449,2023-07-08 12:05:56,1934,8499,64,13608356,157
3922450,3922450,2023-07-08 12:05:57,3857,8810,25,13608357,157
3922451,3922451,2023-07-08 12:05:58,1048,7472,5,13608358,157
3922452,3922452,2023-07-08 12:05:59,3795,9742,89,13608359,157
3922453,3922453,2023-07-08 12:06:00,120,9144,75,13608360,157
3922454,3922454,2023-07-08 12:06:00,1380,7826,66,13608360,157
3922456,3922456,2023-07-08 12:06:01,1278,5752,24,13608361,157
3922455,3922455,2023-07-08 12:06:01,2291,4211,38,13608361,157
3922457,3922457,2023-07-08 12:06:02,4938,4326,90,13608362,157
3922458,3922458,2023-07-08 12:06:03,1505,665,38,13608363,157
3922459,3922459,2023-07-08 12:06:03,4225,4375,24,13608363,157
3922460,3922460,2023-07-08 12:06:04,1686,7885,46,13608364,157
3922461,3922461,2023-07-08 12:06:05,3651,1829,92,13608365,157
3922462,3922462,2023-07-08 12:06:05,3107,9122,99,13608365,157
3922463,3922463,2023-07-08 12:06:07,575,156,31,13608367,157
3922464,3922464,2023-07-08 12:06:08,4517,4884,38,13608368,157
3922465,3922465,2023-07-08 12:06:09,862,7124,13,13608369,157
3922466,3922466,2023-07-08 12:06:09,3300,9617,30,13608369,157
3922467,3922467,2023-07-08 12:06:10,1582,5858,9,13608370,157
3922468,3922468,2023-07-08 12:06:11,3784,5164,47,13608371,157
3922469,3922469,2023-07-08 12:06:11,4519,4753,29,13608371,157
3922470,3922470,2023-07-08 12:06:11,4790,1042,96,13608371,157
3922471,3922471,2023-07-08 12:06:11,1428,2718,66,13608371,157
3922472,3922472,2023-07-08 12:06:12,1584,3613,82,13608372,157
3922473,3922473,2023-07-08 12:06:14,1752,6755,69,13608374,157
3922474,3922474,2023-07-08 12:06:14,63,6041,51,13608374,157
3922475,3922475,2023-07-08 12:06:16,1283,361,72,13608376,157
3922476,3922476,2023-07-08 12:06:16,842,9555,22,13608376,157
3922477,3922477,2023-07-08 12:06:16,2507,4237,66,13608376,157
3922478,3922478,2023-07-08 12:06:17,1902,7704,8,13608377,157
3922479,3922479,2023-07-08 12:06:24,1381,2535,40,13608384,157
3922480,3922480,2023-07-08 12:06:25,4571,2413,68,13608385,157
3922481,3922481,2023-07-08 12:06:26,1297,6903,83,13608386,157
3922482,3922482,2023-07-08 12:06:26,1736,4501,47,13608386,157
3922483,3922483,2023-07-08 12:06:26,2984,3941,27,13608386,157
3922484,3922484,2023-07-08 12:06:28,4583,924,5,13608388,157
3922485,3922485,2023-07-08 12:06:28,81,6234,86,13608388,157
3922486,3922486,2023-07-08 12:06:29,1707,6967,21,13608389,157
3922487,3922487,2023-07-08 12:06:29,3543,581,14,13608389,157
3922488,3922488,2023-07-08 12:06:32,2056,4918,14,13608392,157
3922489,3922489,2023-07-08 12:06:32,2686,8355,49,13608392,157
3922490,3922490,2023-07-08 12:06:33,990,2594,55,13608393,157
3922492,3922492,2023-07-08 12:06:34,305,7742,71,13608394,157
3922491,3922491,2023-07-08 12:06:34,1584,2733,84,13608394,157
3922493,3922493,2023-07-08 12:06:35,3018,4092,96,13608395,157
3922494,3922494,2023-07-08 12:06:37,2179,6061,83,13608397,157
3922495,3922495,2023-07-08 12:06:37,3819,3755,41,13608397,157
3922496,3922496,2023-07-08 12:06:38,2377,5057,93,13608398,157
3922497,3922497,2023-07-08 12:06:39,390,7397,22,13608399,157
3922498,3922498,2023-07-08 12:06:39,860,5088,98,13608399,157
3922499,3922499,2023-07-08 12:06:40,3205,5904,79,13608400,157
3922500,3922500,2023-07-08 12:06:40,2062,9847,94,13608400,157
3922501,3922501,2023-07-08 12:06:41,3063,9828,14,13608401,157
3922502,3922502,2023-07-08 12:06:41,2674,2548,66,13608401,157
3922504,3922504,2023-07-08 12:06:42,121,856,31,13608402,157
3922503,3922503,2023-07-08 12:06:42,279,5401,29,13608402,157
3922505,3922505,2023-07-08 12:06:43,2876,6432,77,13608403,157
3922506,3922506,2023-07-08 12:06:44,673,2356,54,13608404,157
3922507,3922507,2023-07-08 12:06:46,1791,7884,27,13608406,157
3922508,3922508,2023-07-08 12:06:48,4525,2382,62,13608408,157
3922509,3922509,2023-07-08 12:06:49,289,849,23,13608409,157
3922510,3922510,2023-07-08 12:06:51,4991,3439,53,13608411,157
3922511,3922511,2023-07-08 12:06:51,4873,6908,35,13608411,157
3922512,3922512,2023-07-08 12:06:52,4412,3973,91,13608412,157
3922513,3922513,2023-07-08 12:06:52,2549,3008,56,13608412,157
3922514,3922514,2023-07-08 12:06:54,4704,2596,75,13608414,157
3922515,3922515,2023-07-08 12:06:55,1246,2722,47,13608415,157
3922516,3922516,2023-07-08 12:06:57,1609,7839,18,13608417,157
3922517,3922517,2023-07-08 12:06:59,1230,8980,62,13608419,157
3922518,3922518,2023-07-08 12:07:00,1548,1296,47,13608420,157
3922519,3922519,2023-07-08 12:07:03,536,4779,73,13608423,157
3922520,3922520,2023-07-08 12:07:04,3909,6264,82,13608424,157
3922521,3922521,2023-07-08 12:07:04,783,2776,20,13608424,157
3922522,3922522,2023-07-08 12:07:06,4070,9086,23,13608426,157
3922523,3922523,2023-07-08 12:07:12,3591,7252,15,13608432,157
3922524,3922524,2023-07-08 12:07:15,4298,137,42,13608435,157
3922525,3922525,2023-07-08 12:07:15,3657,4083,77,13608435,157
3922526,3922526,2023-07-08 12:07:16,2922,1755,88,13608436,157
3922527,3922527,2023-07-08 12:07:17,2431,7127,23,13608437,157
3922528,3922528,2023-07-08 12:07:18,760,7426,29,13608438,157
3922529,3922529,2023-07-08 12:07:18,1364,8517,55,13608438,157
3922530,3922530,2023-07-08 12:07:18,3418,7911,65,13608438,157
3922531,3922531,2023-07-08 12:07:19,3297,4104,75,13608439,157
3922532,3922532,2023-07-08 12:07:21,2301,8188,8,13608441,157
3922533,3922533,2023-07-08 12:07:22,2081,6184,11,13608442,157
3922534,3922534,2023-07-08 12:07:22,527,8615,45,13608442,157
3922535,3922535,2023-07-08 12:07:22,3515,343,94,13608442,157
3922536,3922536,2023-07-08 12:07:23,2016,5407,81,13608443,157
3922537,3922537,2023-07-08 12:07:24,1367,8630,20,13608444,157
3922538,3922538,2023-07-08 12:07:25,3894,5415,42,13608445,157
3922539,3922539,2023-07-08 12:07:27,2063,3385,77,13608447,157
3922540,3922540,2023-07-08 12:07:28,443,1286,31,13608448,157
3922542,3922542,2023-07-08 12:07:29,4708,8165,80,13608449,157
3922541,3922541,2023-07-08 12:07:29,3260,5443,60,13608449,157
3922543,3922543,2023-07-08 12:07:31,1790,4899,41,13608451,157
3922544,3922544,2023-07-08 12:07:32,700,9992,20,13608452,157
3922545,3922545,2023-07-08 12:07:32,3496,7177,69,13608452,157
3922546,3922546,2023-07-08 12:07:33,4501,4279,40,13608453,157
3922547,3922547,2023-07-08 12:07:33,553,4684,45,13608453,157
3922548,3922548,2023-07-08 12:07:33,953,9284,12,13608453,157
3922549,3922549,2023-07-08 12:07:34,2049,7280,82,13608454,157
3922550,3922550,2023-07-08 12:07:34,201,2129,31,13608454,157
3922551,3922551,2023-07-08 12:07:35,332,877,56,13608455,157
3922553,3922553,2023-07-08 12:07:36,2911,5206,15,13608456,157
3922552,3922552,2023-07-08 12:07:36,1045,318,88,13608456,157
3922554,3922554,2023-07-08 12:07:37,392,8900,50,13608457,157
3922555,3922555,2023-07-08 12:07:37,1251,9745,94,13608457,157
3922556,3922556,2023-07-08 12:07:38,3336,8246,55,13608458,157
3922557,3922557,2023-07-08 12:07:39,2622,576,47,13608459,157
3922558,3922558,2023-07-08 12:07:39,3989,7039,71,13608459,157
3922559,3922559,2023-07-08 12:07:41,3688,3738,12,13608461,157
3922560,3922560,2023-07-08 12:07:42,2596,731,29,13608462,157
3922561,3922561,2023-07-08 12:07:42,1789,3221,25,13608462,157
3922563,3922563,2023-07-08 12:07:43,2186,3911,65,13608463,157
3922562,3922562,2023-07-08 12:07:43,1476,3077,90,13608463,157
3922564,3922564,2023-07-08 12:07:43,2441,3698,7,13608463,157
3922565,3922565,2023-07-08 12:07:44,837,8053,74,13608464,157
3922566,3922566,2023-07-08 12:07:46,2782,4619,87,13608466,157
3922567,3922567,2023-07-08 12:07:47,3975,493,20,13608467,157
3922568,3922568,2023-07-08 12:07:49,4886,3359,91,13608469,157
3922569,3922569,2023-07-08 12:07:50,959,8363,99,13608470,157
3922570,3922570,2023-07-08 12:07:51,995,820,98,13608471,157
3922571,3922571,2023-07-08 12:07:51,1923,1951,5,13608471,157
3922572,3922572,2023-07-08 12:07:53,3847,4365,59,13608473,157
3922573,3922573,2023-07-08 12:07:53,3180,377,98,13608473,157
3922574,3922574,2023-07-08 12:07:56,3110,3644,73,13608476,157
3922575,3922575,2023-07-08 12:07:57,830,4880,93,13608477,157
3922576,3922576,2023-07-08 12:07:59,2363,2981,82,13608479,157
3922577,3922577,2023-07-08 12:08:00,4255,5431,78,13608480,157
3922578,3922578,2023-07-08 12:08:01,4546,7810,71,13608481,157
3922579,3922579,2023-07-08 12:08:04,4103,4839,90,13608484,157
3922580,3922580,2023-07-08 12:08:04,1675,3176,32,13608484,157
3922581,3922581,2023-07-08 12:08:04,4763,6345,44,13608484,157
3922582,3922582,2023-07-08 12:08:05,1163,1524,93,13608485,157
3922583,3922583,2023-07-08 12:08:08,3668,502,57,13608488,157
3922584,3922584,2023-07-08 12:08:09,1997,2599,67,13608489,157
3922585,3922585,2023-07-08 12:08:10,1183,1766,55,13608490,157
3922586,3922586,2023-07-08 12:08:11,3541,6302,21,13608491,157
3922587,3922587,2023-07-08 12:08:13,4167,268,84,13608493,157
3922588,3922588,2023-07-08 12:08:14,4171,4988,29,13608494,157
3922589,3922589,2023-07-08 12:08:15,3107,2970,95,13608495,157
3922590,3922590,2023-07-08 12:08:16,3751,7224,83,13608496,157
3922591,3922591,2023-07-08 12:08:18,2751,1037,88,13608498,157
3922592,3922592,2023-07-08 12:08:19,282,6020,66,13608499,157
3922593,3922593,2023-07-08 12:08:22,1261,6517,54,13608502,157
3922594,3922594,2023-07-08 12:08:22,473,6668,84,13608502,157
3922595,3922595,2023-07-08 12:08:23,2168,2895,7,13608503,157
3922596,3922596,2023-07-08 12:08:25,4091,1623,41,13608505,157
3922597,3922597,2023-07-08 12:08:25,3744,5133,88,13608505,157
3922598,3922598,2023-07-08 12:08:28,4057,8880,30,13608508,157
3922599,3922599,2023-07-08 12:08:28,213,1214,20,13608508,157
3922600,3922600,2023-07-08 12:08:29,3229,7056,76,13608509,157
3922602,3922602,2023-07-08 12:08:30,2722,5901,11,13608510,157
3922601,3922601,2023-07-08 12:08:30,1916,6201,74,13608510,157
3922603,3922603,2023-07-08 12:08:31,4682,1348,64,13608511,157
3922604,3922604,2023-07-08 12:08:33,698,2601,48,13608513,157
3922605,3922605,2023-07-08 12:08:35,2080,1242,37,13608515,157
3922606,3922606,2023-07-08 12:08:39,2605,591,87,13608519,157
3922607,3922607,2023-07-08 12:08:40,219,3344,87,13608520,157
3922608,3922608,2023-07-08 12:08:41,755,412,65,13608521,157
3922609,3922609,2023-07-08 12:08:41,443,8427,31,13608521,157
3922610,3922610,2023-07-08 12:08:43,901,5217,81,13608523,157
3922611,3922611,2023-07-08 12:08:43,1260,2946,80,13608523,157
3922612,3922612,2023-07-08 12:08:44,1639,1208,13,13608524,157
3922613,3922613,2023-07-08 12:08:45,3014,5734,38,13608525,157
3922614,3922614,2023-07-08 12:08:46,2054,9540,53,13608526,157
3922615,3922615,2023-07-08 12:08:47,4102,9754,33,13608527,157
3922616,3922616,2023-07-08 12:08:48,468,5149,96,13608528,157
3922617,3922617,2023-07-08 12:08:51,2580,9501,39,13608531,157
3922618,3922618,2023-07-08 12:08:52,3674,6542,68,13608532,157
3922619,3922619,2023-07-08 12:08:52,923,5129,14,13608532,157
3922620,3922620,2023-07-08 12:08:54,4683,1407,59,13608534,157
3922621,3922621,2023-07-08 12:08:56,533,3793,57,13608536,157
3922622,3922622,2023-07-08 12:08:57,1393,8628,96,13608537,157
3922623,3922623,2023-07-08 12:08:58,958,8222,34,13608538,157
3922624,3922624,2023-07-08 12:08:59,1675,3237,30,13608539,157
3922626,3922626,2023-07-08 12:09:00,1326,7473,85,13608540,157
3922625,3922625,2023-07-08 12:09:00,3315,9625,71,13608540,157
3922627,3922627,2023-07-08 12:09:01,2409,8464,95,13608541,157
3922628,3922628,2023-07-08 12:09:02,293,9039,61,13608542,157
3922629,3922629,2023-07-08 12:09:02,3253,5868,91,13608542,157
3922630,3922630,2023-07-08 12:09:02,3345,3602,39,13608542,157
3922631,3922631,2023-07-08 12:09:02,68,2752,53,13608542,157
3922632,3922632,2023-07-08 12:09:03,2650,9115,38,13608543,157
3922633,3922633,2023-07-08 12:09:03,3747,8378,6,13608543,157
3922637,3922637,2023-07-08 12:09:04,1562,7250,25,13608544,157
3922634,3922634,2023-07-08 12:09:04,3904,8836,49,13608544,157
3922635,3922635,2023-07-08 12:09:04,561,990,75,13608544,157
3922636,3922636,2023-07-08 12:09:04,2742,8885,61,13608544,157
3922640,3922640,2023-07-08 12:09:05,1416,5707,56,13608545,157
3922638,3922638,2023-07-08 12:09:05,3952,4594,96,13608545,157
3922639,3922639,2023-07-08 12:09:05,4257,9162,74,13608545,157
3922641,3922641,2023-07-08 12:09:06,1095,4317,9,13608546,157
3922642,3922642,2023-07-08 12:09:08,66,6290,14,13608548,157
3922643,3922643,2023-07-08 12:09:08,1796,3337,71,13608548,157
3922644,3922644,2023-07-08 12:09:10,460,9319,76,13608550,157
3922645,3922645,2023-07-08 12:09:12,4685,3706,77,13608552,157
3922646,3922646,2023-07-08 12:09:14,1931,197,20,13608554,157
3922650,3922650,2023-07-08 12:09:16,2269,6305,71,13608556,157
3922649,3922649,2023-07-08 12:09:16,270,2964,30,13608556,157
3922651,3922651,2023-07-08 12:09:16,2934,2751,52,13608556,157
3922647,3922647,2023-07-08 12:09:16,4185,9155,69,13608556,157
3922648,3922648,2023-07-08 12:09:16,531,5038,10,13608556,157
3922652,3922652,2023-07-08 12:09:22,4460,2376,17,13608562,157
3922653,3922653,2023-07-08 12:09:23,2360,5984,91,13608563,157
3922654,3922654,2023-07-08 12:09:23,2482,813,10,13608563,157
3922655,3922655,2023-07-08 12:09:23,657,7173,25,13608563,157
3922656,3922656,2023-07-08 12:09:25,2926,9084,88,13608565,157
3922657,3922657,2023-07-08 12:09:26,2524,9201,39,13608566,157
3922658,3922658,2023-07-08 12:09:26,4278,7717,57,13608566,157
3922659,3922659,2023-07-08 12:09:27,2373,5362,6,13608567,157
3922660,3922660,2023-07-08 12:09:29,4350,9819,83,13608569,157
3922661,3922661,2023-07-08 12:09:30,4840,9560,96,13608570,157
3922662,3922662,2023-07-08 12:09:31,188,5113,86,13608571,157
3922664,3922664,2023-07-08 12:09:32,128,8047,25,13608572,157
3922663,3922663,2023-07-08 12:09:32,1263,9580,25,13608572,157
3922665,3922665,2023-07-08 12:09:34,1480,6007,41,13608574,157
3922666,3922666,2023-07-08 12:09:38,2622,3388,46,13608578,157
3922667,3922667,2023-07-08 12:09:38,1938,403,84,13608578,157
3922668,3922668,2023-07-08 12:09:39,2813,4199,90,13608579,157
3922669,3922669,2023-07-08 12:09:42,2897,7173,37,13608582,157
3922670,3922670,2023-07-08 12:09:44,434,1989,38,13608584,157
3922671,3922671,2023-07-08 12:09:45,4847,5982,35,13608585,157
3922672,3922672,2023-07-08 12:09:46,3108,3810,73,13608586,157
3922673,3922673,2023-07-08 12:09:46,1675,1031,31,13608586,157
3922674,3922674,2023-07-08 12:09:46,3573,8886,52,13608586,157
3922675,3922675,2023-07-08 12:09:47,2922,6184,88,13608587,157
3922676,3922676,2023-07-08 12:09:48,2517,3366,32,13608588,157
3922677,3922677,2023-07-08 12:09:49,911,4957,3,13608589,157
3922678,3922678,2023-07-08 12:09:50,3602,1055,86,13608590,157
3922679,3922679,2023-07-08 12:09:52,489,771,88,13608592,157
3922680,3922680,2023-07-08 12:09:53,2795,7835,39,13608593,157
3922681,3922681,2023-07-08 12:09:54,1712,4924,96,13608594,157
3922682,3922682,2023-07-08 12:09:58,2349,3554,31,13608598,157
3922683,3922683,2023-07-08 12:10:01,3862,2100,95,13608601,157
3922684,3922684,2023-07-08 12:10:02,2813,5627,91,13608602,157
3922685,3922685,2023-07-08 12:10:02,3515,3121,92,13608602,157
3922686,3922686,2023-07-08 12:10:04,233,5224,81,13608604,157
3922687,3922687,2023-07-08 12:10:06,1492,4138,52,13608606,157
3922688,3922688,2023-07-08 12:10:07,4065,9855,52,13608607,157
3922689,3922689,2023-07-08 12:10:08,520,4259,20,13608608,157
3922690,3922690,2023-07-08 12:10:09,556,8548,68,13608609,157
3922691,3922691,2023-07-08 12:10:11,417,9561,74,13608611,157
3922692,3922692,2023-07-08 12:10:12,2902,5407,69,13608612,157
3922693,3922693,2023-07-08 12:10:13,3486,5526,64,13608613,157
3922694,3922694,2023-07-08 12:10:14,3487,5034,51,13608614,157
3922695,3922695,2023-07-08 12:10:15,2780,8765,21,13608615,157
3922696,3922696,2023-07-08 12:10:16,2801,7860,63,13608616,157
3922697,3922697,2023-07-08 12:10:16,3840,8107,69,13608616,157
3922698,3922698,2023-07-08 12:10:20,1723,6493,70,13608620,157
3922700,3922700,2023-07-08 12:10:23,2028,2104,42,13608623,157
3922699,3922699,2023-07-08 12:10:23,876,3626,35,13608623,157
3922701,3922701,2023-07-08 12:10:27,992,8952,9,13608627,157
3922702,3922702,2023-07-08 12:10:27,3541,885,20,13608627,157
